horizon_hours,SID,SEASON,origins,storms,track_mean_km,track_median_km,track_p90_km,track_p95_km,wind_mae_kt,wind_rmse_kt,wind_bias_kt,storm_macro_track_mean_km,storm_macro_wind_mae_kt,storm_track_ci95_low_km,storm_track_ci95_high_km,storm_wind_mae_ci95_low_kt,storm_wind_mae_ci95_high_kt
6,2022285N19266,2022,9,1,37.34511442650115,44.08658891524423,55.7742351884226,62.135147828247625,3.8230159025384722,4.098344311590598,0.09517811228858225,37.34511442650115,3.8230159025384722,37.34511442650115,37.34511442650115,3.8230159025384722,3.8230159025384722
6,2021299N33284,2021,27,1,37.06425843634422,31.036944773506253,69.53295343740682,94.49277407086548,2.460519905631685,3.1899974946527534,0.6777792758840464,37.06425843634422,2.460519905631685,37.06425843634422,37.06425843634422,2.460519905631685,2.460519905631685
6,2020306N15288,2020,37,1,37.03343696237776,32.889046560570776,62.29669105914312,65.58806387927298,5.113636897625597,6.553058627809422,0.05131461682796401,37.03343696237776,5.113636897625597,37.03343696237776,37.03343696237776,5.113636897625597,5.113636897625597
6,2020138N28281,2020,6,1,36.54210463227039,34.369599984560566,45.829794558929116,49.60491229954811,2.8424125974265366,3.302351140590946,-0.46371896431159004,36.54210463227039,2.8424125974265366,36.54210463227039,36.54210463227039,2.8424125974265366,2.8424125974265366
6,2020261N21265,2020,17,1,35.933154814216095,33.64519974991269,56.96545792176397,65.16854437512555,4.153499082797733,4.927377783805962,-1.2686340190679044,35.933154814216095,4.153499082797733,35.933154814216095,35.933154814216095,4.153499082797733,4.153499082797733
6,2023271N16316,2023,9,1,34.30656463979319,30.251013744177367,60.12220504721959,62.107623129721645,1.883513884164127,2.353778161809904,0.28822749449467167,34.30656463979319,1.883513884164127,34.30656463979319,34.30656463979319,1.883513884164127,1.883513884164127
6,2022246N18301,2022,27,1,33.66492893879226,27.28702509251612,68.40326657309527,82.1584711506076,3.5040766436347996,4.209700888962516,-0.13563889353134145,33.66492893879226,3.5040766436347996,33.66492893879226,33.66492893879226,3.5040766436347996,3.5040766436347996
6,2025270N21285,2025,13,1,33.30146581875644,27.331174769951073,46.92389505437704,60.90527522390658,2.558662620872536,3.58283453228847,-0.12760958234431888,33.30146581875644,2.558662620872536,33.30146581875644,33.30146581875644,2.558662620872536,2.558662620872536
6,2020256N11329,2020,39,1,33.0548322404555,18.64401977436037,83.07997689609952,98.94492234414078,3.296335826105477,4.1786633072830615,-0.7735015952242095,33.0548322404555,3.296335826105477,33.0548322404555,33.0548322404555,3.296335826105477,3.296335826105477
6,2023234N25271,2023,2,1,32.99118892494942,32.99118892494942,50.62373013668788,52.82779778815518,2.714390333271032,3.3530331216928957,-1.968480691755543,32.99118892494942,2.714390333271032,32.99118892494942,32.99118892494942,2.714390333271032,2.714390333271032
