model,horizon_hours,motion_bin,origins,storms,track_mean_km,track_median_km,track_p90_km,track_p95_km,wind_mae_kt,wind_rmse_kt,wind_bias_kt,storm_macro_track_mean_km,storm_macro_wind_mae_kt,storm_track_ci95_low_km,storm_track_ci95_high_km,storm_wind_mae_ci95_low_kt,storm_wind_mae_ci95_high_kt,difficulty,issue_intensity_bin,wind_change_bin
gru,12,fast (>=25),417,65,76.40024652616822,63.60927442835473,143.6680970421286,189.97292758578484,7.0261534979388145,9.877539158238308,0.0142877197116433,87.92920891623092,6.6762128289512574,76.54911169973006,98.94267949617226,5.6245246089116385,7.824479334442795,motion,,
gru,12,slow (<10),197,39,60.53351752861204,48.01906957928848,114.32508402159212,138.58816911715405,6.27094099636052,8.458052014304956,-1.5849627929683785,63.678258869965376,5.6698903772754585,55.44619041363451,72.95853241144081,4.61137476421592,6.825397089007058,motion,,
gru,12,typical (10-25),1047,89,59.73013905125595,51.50717470064491,113.0742472821286,139.674964000226,6.8356072692180625,10.079224474331056,-0.0912152887048829,65.72108411886043,7.361883283083222,60.65441520650268,71.09259611140541,6.249092572427824,8.664870669202465,motion,,
gru,24,fast (>=25),315,56,183.90199054015312,146.74006096210658,365.2847863162216,463.11328012736345,10.68095812209519,14.479243434394863,-1.5392866690969311,207.32127973529896,10.316432119465349,179.3073554023669,238.4952422844999,8.660285245897258,12.27265861391977,motion,,
gru,24,slow (<10),181,33,157.96816769183334,157.07730782089695,263.0029596882393,330.228628991706,12.13912055002758,16.63659290146706,-1.0321729675463631,155.37718918412455,10.865825333186738,133.32042979438387,178.7212172663629,8.460302307174606,13.337522167546298,motion,,
gru,24,typical (10-25),969,84,141.73935614040246,123.81718680199384,260.66653513269546,314.3743762644969,11.567045830855426,16.60754003302239,-1.2747908492084934,148.82548828064088,11.894451773198082,136.44942492327053,162.1580815373151,10.301463259009228,13.748552300174453,motion,,
gru,48,fast (>=25),181,34,434.19091618295295,383.8261381678227,838.0709097455966,930.7029339277744,15.911051378514191,20.43915878309543,2.201755782760301,572.8776577928114,16.526260068944865,487.0222589060989,664.7513373882554,13.18019196369579,20.182245144273008,motion,,
gru,48,slow (<10),162,27,401.3832586082096,387.5710827713482,676.6922878036155,750.0287848348031,18.085943903330076,24.777301033602107,-0.0248228380582041,394.2677354560175,19.023149821966054,339.6984158485346,446.1909752923051,14.349933763158628,24.304815518055417,motion,,
gru,48,typical (10-25),772,72,335.95329335375266,296.58326573924904,618.5713388643476,736.1362072003793,16.108467857465406,21.32177520305806,-1.390825577515654,341.30894351346933,16.18510022521253,306.3441915415779,377.4311440256738,13.934402087016426,18.6655419786537,motion,,
persistence,6,fast (>=25),462,74,203.97045391658492,182.6726154699093,290.21699227796165,340.5773558036936,4.891774891774892,8.085045786386456,0.8008658008658008,204.24494403923205,4.357882847588731,193.388611985782,215.2418156529519,3.3982039376340847,5.442032738668767,motion,,
persistence,6,slow (<10),211,42,39.84193079389614,42.69024375060322,55.89515841660398,58.371755563295935,3.696682464454976,5.6139636334523155,-0.8056872037914692,41.08111187842311,3.902988215488216,38.24790303247239,43.56332831559188,3.044443478148835,4.819613546176046,motion,,
persistence,6,typical (10-25),1099,97,105.76086424983724,103.89775114039928,140.2562739998819,144.87211045011796,4.344858962693357,7.13671255271323,-0.1501364877161055,109.63254839999746,4.550250242140751,106.31403556601045,112.93472602193924,3.872809911652951,5.291253842799041,motion,,
persistence,12,fast (>=25),417,65,396.59297629286544,356.5626215657466,555.5305244480979,642.7613420336428,9.34052757793765,14.308606187577288,1.211031175059952,402.36464236334666,8.48270358349544,380.8046828923128,427.04263970296006,6.802657701775349,10.468094499768709,motion,,
persistence,12,slow (<10),197,39,80.70096030393461,83.53244699597155,113.50743277538338,116.24050393332624,7.512690355329949,10.968343928229036,-1.4720812182741116,85.66570879022223,7.355766616636181,80.4548739761472,91.0430195416588,5.543670897339376,9.325578588078589,motion,,
persistence,12,typical (10-25),1047,89,210.0484357930661,206.55232038597708,278.3683880739414,286.6134629690964,8.065902578796562,12.426479107094048,-0.3581661891117478,214.67696293140395,8.267469832857229,207.96441980075633,221.98945873501305,6.990025968663145,9.664734307067643,motion,,
persistence,24,fast (>=25),315,56,764.7349819018368,703.5134829721092,1017.2376613472948,1167.4918440159645,14.873015873015872,21.31584104287418,1.2222222222222223,754.3416722259261,13.737184173228428,721.9897226084693,792.4318033357839,10.8097608988234,16.97308891262938,motion,,
persistence,24,slow (<10),181,33,163.92825197899964,171.94237429959648,227.85625839755056,233.6874188089248,12.679558011049725,18.526522722812693,-2.18232044198895,172.40434937148262,11.599778844344062,160.3407320459544,183.9064167895628,8.472876082251084,15.264421779910904,motion,,
persistence,24,typical (10-25),969,84,420.4507905815819,422.6635101092126,555.734275927748,576.9754767716412,14.189886480908152,20.515794715714463,-0.8978328173374613,425.5412475708044,14.268844026589251,409.4894482117081,441.2234823190579,12.148050799271216,16.577367149119322,motion,,
persistence,48,fast (>=25),181,34,1437.9470761272648,1382.752358921217,1684.167266831169,1884.5679875178532,21.629834254143645,28.59268151929945,-0.1381215469613259,1431.9987071173873,18.33958790392614,1384.7727777751636,1483.3893200980783,13.931821431224003,23.580478998126058,motion,,
persistence,48,slow (<10),162,27,330.75838066736725,336.34458287158975,463.700553115558,470.78612723191935,19.59876543209877,28.368714292637303,-3.796296296296296,358.362919007197,22.144629804352025,331.97281648118053,384.7652164340673,15.526802139475748,29.6769751082251,motion,,
persistence,48,typical (10-25),772,72,836.3183077161882,837.8501042621847,1096.4402089577427,1141.5950472267698,20.757772020725387,28.33288885153745,-2.040155440414508,855.1417574999518,19.989585977087756,818.7225387227446,891.8581948221079,16.700754392275574,23.73401528307323,motion,,
ridge,6,fast (>=25),462,74,32.94900019256578,26.536302666706987,63.303290068429234,81.83991039688243,4.348746118828776,6.747176542970917,0.1637999266136658,37.04342891013931,4.0173657127275035,32.43329359924931,41.84858823992393,3.3212725852539817,4.8341116622140605,motion,,
ridge,6,slow (<10),211,42,24.715380211556013,20.587410850975125,48.468005495730154,61.152076978696535,3.396462911874914,4.58045954272845,-0.5709615719324159,27.36847933432278,3.370676405925708,23.43102649083827,31.47287851189035,2.7741851460597786,3.974699653873816,motion,,
ridge,6,typical (10-25),1099,97,23.97138587468819,20.158651867690537,46.14916061775286,58.474477424330864,4.001899715793183,5.809294645867582,-0.2164157171979789,25.74804947416656,4.316888271618225,23.88220154721409,27.44060010949215,3.7831019879193097,4.916740587985079,motion,,
ridge,12,fast (>=25),417,65,77.96891215135514,65.7092274805846,152.23661534966024,185.4618631838692,8.106555471109951,12.43071467716347,0.106338087631722,88.78578003738141,7.572886971086051,77.02980682738742,100.22308968957488,6.176418699035723,9.185229136853332,motion,,
ridge,12,slow (<10),197,39,60.10096563150676,51.01103823756653,108.4769987183522,133.82183383983931,6.625887019788659,9.185962864580649,-1.1046021229620375,62.86831571789755,6.24837268146784,54.40865601888308,71.83015507908921,5.079307367654696,7.587769154954021,motion,,
ridge,12,typical (10-25),1047,89,56.621045567096544,46.84136959339965,108.0767403101545,134.6152555963103,7.281410694538459,10.86800790126062,-0.5393467746280363,60.63676186529653,7.78850894055981,55.97770219152664,65.12772132776837,6.713340013802915,8.990665995898405,motion,,
ridge,24,fast (>=25),315,56,192.55749745783672,154.92368395449265,363.0686632123923,480.09416417112,12.98671539928984,18.94217090710395,-0.0950596283202709,218.20579394502943,12.661395523523709,189.7500946596975,248.28413382564565,10.51637485813439,15.121730384743394,motion,,
ridge,24,slow (<10),181,33,162.85414221661455,143.90453091719613,290.9754481555913,342.5809277518293,11.97869516490675,17.05281865840635,-1.327833033872868,158.61321857814124,10.66875683854076,133.40291798948306,185.22041015820585,8.396971388595832,13.454967895676528,motion,,
ridge,24,typical (10-25),969,84,139.04096481176984,117.3438073719689,254.00481820148536,318.8215561709559,12.92528126323665,18.308431816700768,-1.3169249018455718,145.1616862129679,13.458869769009352,133.43122525907873,157.46848538159193,11.901932283808906,15.112605765345291,motion,,
ridge,48,fast (>=25),181,34,462.04754537223806,409.7564819647173,886.908655490616,1012.1766393740456,17.33560938527009,22.10884418776528,-0.4289580681849721,594.4467241730856,17.81974844416837,500.0296626143707,688.4161620432275,14.542562732899688,21.93987331415963,motion,,
ridge,48,slow (<10),162,27,414.9057344783523,390.82816603988454,718.0352012510218,795.983937919472,18.407703345917778,26.42898498594362,-1.948331955048963,384.08594512264466,19.51769474692644,318.3214719745598,451.6811151720907,13.998490876021632,25.93033879500485,motion,,
ridge,48,typical (10-25),772,72,329.620407263564,287.06878977713376,595.033147002736,757.1752713623042,18.496706561383593,24.413619128631453,-2.2428178922851414,337.89840288133905,19.287116567933825,303.37085357214403,373.94809910004744,16.827129897465635,21.915567762848767,motion,,
constant-motion,6,,334,51,31.28720886371953,24.103705043250947,62.083732684141,80.33475040728253,5.434131736526946,7.915156384987122,-0.5239520958083832,31.794971561425072,6.905136802195626,28.16558997167744,35.95022407307635,5.871600458365164,7.976647249809013,issue_intensity,Cat 1 (64-82),
constant-motion,6,,134,34,34.14700262257461,24.390925315647927,70.17305451407779,97.37281989864482,7.574626865671642,10.69418868553342,-0.1119402985074626,33.00454307044244,11.760912698412698,26.50517383044921,39.77231600753566,9.125701739028946,14.659955648926235,issue_intensity,Cat 2 (83-95),
constant-motion,6,,97,23,20.71590683300051,15.37304515778527,38.18926812006099,50.6263862203365,7.783505154639175,12.487106752628744,2.010309278350515,25.108851645314022,13.34368530020704,19.86761604965638,31.329359048894467,9.300569358178054,17.813224637681156,issue_intensity,Cat 3 (96-112),
constant-motion,6,,128,19,26.578425521679332,22.96690877006029,52.102120663089536,62.5133233839159,7.578125,11.50747039970123,2.578125,27.790570122986125,11.170175438596493,22.337092122099673,33.865042719077444,7.628859649122808,15.288925438596491,issue_intensity,Major (>=113),
constant-motion,6,,156,37,28.497745179432407,23.796676883834813,54.36996585944377,68.7243209824155,1.314102564102564,2.802242691589025,-0.3525641025641026,32.33373091804333,2.0172282672282673,25.45393992521838,40.4641651614245,1.3995740464490467,2.7268749268749266,issue_intensity,TD (<34),
constant-motion,6,,923,102,27.32314184670893,23.26083766019899,54.83061349064635,67.46790822770734,3.3098591549295775,5.021621722484379,-0.2654387865655471,28.002218573852296,4.26528479196102,25.46700318568554,30.875947134286353,3.718341543636392,4.827054225240413,issue_intensity,TS (34-63),
constant-motion,12,,315,51,77.75978296573821,60.32590905395261,162.28000127083908,224.82090012921967,10.73015873015873,14.917763992625789,-1.9365079365079363,78.55723402902778,14.3554812347382,67.2146017423863,91.0465994176462,12.167462279149584,16.717568896245364,issue_intensity,Cat 1 (64-82),
constant-motion,12,,132,34,87.04603462160642,67.046993108375,204.21057212449517,238.68964232920868,13.295454545454543,18.834405976426453,1.0984848484848484,88.31353375871181,19.587588881706527,71.57398666504078,107.66367963544776,14.71245017237664,24.78966346153846,issue_intensity,Cat 2 (83-95),
constant-motion,12,,96,23,51.41551127888865,39.15401786599778,99.19819820788842,113.17311165396592,13.333333333333334,18.99835519196333,4.6875,63.88092808218971,22.930124223602483,52.369705409126105,74.84998972008715,16.629011387163562,30.05241977225673,issue_intensity,Cat 3 (96-112),
constant-motion,12,,127,19,61.43309103998874,52.63593818615337,112.3856635649766,145.7977070759191,14.448818897637794,21.282686764257747,8.779527559055119,65.99150354102154,21.319005847953218,49.87184574513397,83.53814866356107,14.368157894736845,29.969722222222213,issue_intensity,Major (>=113),
constant-motion,12,,127,30,68.37390308542577,59.56047512473749,133.79860394077494,138.91441317746532,2.677165354330709,4.695449296338763,-1.5748031496062993,71.841980671115,3.4949735449735453,58.17316773383604,87.49760067815498,2.325099206349207,4.925727513227512,issue_intensity,TD (<34),
constant-motion,12,,864,94,67.09418768847297,56.07818298039204,133.80178048204274,158.87312820982785,6.0532407407407405,8.253085842636434,-1.226851851851852,65.7694822180128,7.378576892525513,60.42991794995084,71.35814951966196,6.546925735913401,8.251682971346845,issue_intensity,TS (34-63),
constant-motion,24,,281,48,202.92741757768508,159.3603414334219,430.50904148716654,561.6323198801092,18.87900355871886,24.989321562835965,-4.572953736654804,196.46121374267983,25.89269650896489,169.02707053919352,225.1782081996946,21.756474095502128,30.243841502400787,issue_intensity,Cat 1 (64-82),
constant-motion,24,,111,31,210.97824927308977,171.6022544627104,454.6915236947545,525.3724988121709,17.882882882882882,22.942348427119473,4.009009009009009,232.53560563186412,23.456453940324906,187.17207205182908,282.1586549568196,18.68433761578923,28.6046176046176,issue_intensity,Cat 2 (83-95),
constant-motion,24,,92,20,140.4249421570136,119.6938274210424,278.3203095599969,312.34951942620916,17.98913043478261,23.973490794408004,7.336956521739131,179.37092826364622,27.342261904761905,142.86466378146798,222.57422555586135,19.67842261904762,36.039434523809526,issue_intensity,Cat 3 (96-112),
constant-motion,24,,123,18,162.75897821800842,143.36814265957304,299.23662635231966,334.24709026376104,26.382113821138212,36.05269404590286,21.097560975609756,163.70131353976856,35.06393298059965,127.869498523907,201.1684157923116,25.025435405643737,47.08680555555554,issue_intensity,Major (>=113),
constant-motion,24,,93,24,177.89972455422387,156.801525407003,343.24754501511273,382.3002773036541,6.182795698924731,8.471965152689611,-4.78494623655914,169.4440103520403,7.396825396825396,130.01259380761454,215.2446977593398,5.08195064484127,9.812679811507932,issue_intensity,TD (<34),
constant-motion,24,,765,85,173.77041103039937,149.12546193505716,340.456592537923,419.913521489344,10.411764705882351,14.451858328613897,-3.7450980392156863,170.2227208868894,14.108036439264064,153.94561034619483,187.8771609659972,11.87574014213976,16.482781976158243,issue_intensity,TS (34-63),
constant-motion,48,,208,41,481.4324102177874,419.3513697254767,894.035515943271,1145.1752841732148,22.403846153846153,28.806382839705723,-6.634615384615385,478.8510766378197,29.25379058610766,397.2921229615433,559.5996654845106,23.880427397805445,35.08380169119498,issue_intensity,Cat 1 (64-82),
constant-motion,48,,77,25,536.7517847145156,450.07635925533856,1001.9757340973508,1192.0667021997376,24.350649350649352,29.415297725158933,9.675324675324676,535.9565651639588,31.183333333333337,418.6541884273073,664.4232165232955,24.35083333333333,38.06708333333334,issue_intensity,Cat 2 (83-95),
constant-motion,48,,79,17,366.02767872778605,300.1028001045296,597.067855112902,874.2098801245318,20.379746835443036,26.457513110645905,13.544303797468354,485.5204595779481,28.61764705882353,374.88736771042295,616.3312183392404,19.369572829131652,40.22696078431371,issue_intensity,Cat 3 (96-112),
constant-motion,48,,106,18,494.12258787401834,477.17815279048784,909.9120499402312,1053.3532285076033,37.264150943396224,45.45887629453971,33.301886792452834,495.9746936988787,46.93611111111111,358.542412038816,641.623901908247,33.99569444444444,60.59456018518518,issue_intensity,Major (>=113),
constant-motion,48,,59,19,443.1040131268892,430.70661094534296,784.1511580672841,903.5533557554044,10.932203389830509,14.570111035720364,-10.59322033898305,429.8449716205141,11.091478696741854,342.3792386239148,521.4638061187374,7.207753759398497,15.346538220551372,issue_intensity,TD (<34),
constant-motion,48,,586,76,456.69547825729416,373.1261325104968,888.8314987943343,1080.8285452450018,17.704778156996586,25.19463483707154,-9.47952218430034,428.4168285313831,22.21839163022127,378.2446730266993,478.5739668583524,17.992216080382207,26.687279663154523,issue_intensity,TS (34-63),
gru,6,,334,51,29.415214996893056,23.372841408230748,59.895473231992966,69.88708720496983,4.265189107503416,5.853579927761298,0.4198143223933522,30.742865745920938,5.419969594079742,27.46564098306648,33.97650105292699,4.544427332303329,6.441273445892939,issue_intensity,Cat 1 (64-82),
gru,6,,134,34,31.403635737280116,25.497196176039893,54.63049519121868,75.33936829782931,5.152723187396047,6.919262726659511,-0.5372695463925798,31.051735823330265,7.515964925005904,26.10767439719775,37.120736292184226,5.758212308116111,9.569754812843406,issue_intensity,Cat 2 (83-95),
gru,6,,97,23,23.59470889214032,20.205631790721576,40.38022046472166,50.43859700067497,5.888224314134944,8.471811320079738,1.2553603563877178,29.232619016936383,8.47991586392892,23.455002576432097,35.049123292776464,6.25036149248272,11.091623115314396,issue_intensity,Cat 3 (96-112),
gru,6,,128,19,25.61079962674286,21.068737937778,42.27565328689709,54.13864265757091,6.653101176860462,9.35558192311638,-0.1880021333794708,26.338851657675622,9.629923665391251,22.414406863701014,31.02236246316042,6.5330460285623495,13.68426812097306,issue_intensity,Major (>=113),
gru,6,,156,37,28.35863746124377,22.83800888331376,54.933337698399605,66.57170560501446,2.0615544208002254,2.9894248175123828,-1.0459824971540863,31.80085495710577,2.491485000161031,25.574232145774833,38.74752160027463,1.9990128636803253,3.062315506480174,issue_intensity,TD (<34),
gru,6,,923,102,27.23787925551861,23.173975770833064,51.12562620268081,63.81139489853957,3.13625641917737,4.09195016184045,0.1451501583857918,28.238569159217658,3.5796818612592576,25.872353476000328,30.88460771600346,3.230762858324017,3.949889713840704,issue_intensity,TS (34-63),
gru,12,,315,51,66.74574414789241,53.0487736367267,125.28678072940995,161.42458940274545,8.216082607424136,11.541029563030056,0.0480126977517414,70.61855736308567,11.147307322018744,61.71876007952669,79.93881346798103,9.203085421837656,13.27411324929242,issue_intensity,Cat 1 (64-82),
gru,12,,132,34,73.43917145371492,57.782630770405824,148.81448469555653,194.90004948933984,8.56709694937248,13.088893063059498,-0.6430198235529165,75.15839943448472,13.287857388456311,62.35670101864926,89.75854343854907,9.209585150380066,17.960978473457182,issue_intensity,Cat 2 (83-95),
gru,12,,96,23,49.388697110762905,41.19872095129581,91.7164670392554,108.14547297167496,10.010342366635816,13.527277548241596,1.140153145839183,58.729492011207086,14.665760092722689,48.65896628766082,69.76824259173024,11.62001164949914,18.016714149888497,issue_intensity,Cat 3 (96-112),
gru,12,,127,19,58.01994661624493,51.99372831502973,96.21753718355906,131.07243934723226,11.838966889700757,16.047888247988666,-0.9569608688191952,63.39285722029002,15.416442334470595,49.982130390387496,79.36927433476502,10.866086188628932,20.738355374289267,issue_intensity,Major (>=113),
gru,12,,127,30,64.72531124066431,56.22234520167342,123.4268039796696,141.89782661435174,3.4037080314109303,4.69142560513625,-1.691070781475706,65.471745597257,3.8967201368591913,53.423860801178066,79.16712089842646,2.845656293377754,5.163525400548763,issue_intensity,TD (<34),
gru,12,,864,94,63.9729382318015,54.54971142396765,122.31642758358804,146.1873879735783,5.447253234908364,7.09590586613942,-0.1217386155844332,63.12687464982054,6.184833444545108,58.23988720475795,68.59824344519063,5.553012158733902,6.9224397157965525,issue_intensity,TS (34-63),
gru,24,,281,48,170.63276467238404,139.96006721623053,289.569457044993,468.32558364083,14.910188541518602,20.72774469909129,-3.295970792010509,172.5310314084696,19.70159888647302,146.2976026027986,203.64855424504256,15.927900646485488,24.282200701323735,issue_intensity,Cat 1 (64-82),
gru,24,,111,31,167.39425967898154,128.90795520709327,330.9876624302361,403.6517326530917,13.994778116494649,19.729086163546356,-1.785680987875783,191.59561472001243,18.986608203684813,155.67300825492765,230.4420229111724,13.852350604608985,24.779611988147437,issue_intensity,Cat 2 (83-95),
gru,24,,92,20,113.2131034087394,114.30027415723744,196.50946180769031,218.6190799678832,12.879224768022702,18.69582161721872,-3.3017168795880947,134.76749672391946,16.578697229419994,109.7332626799574,163.7665999838157,11.570874436674089,23.06218888325019,issue_intensity,Cat 3 (96-112),
gru,24,,123,18,126.23287086192136,115.08780914135802,222.2119006874335,259.21896218117524,17.417514141012507,22.83764708138631,-2.1629763442549086,127.1144683144881,16.488885552199058,109.1363713454564,144.63980848784945,11.897450596751607,21.632527591607733,issue_intensity,Major (>=113),
gru,24,,93,24,152.35095990216726,138.51059759441756,309.929850052162,348.12013971149383,6.785049697298706,8.350930294465785,-2.5142799520513255,145.92149467459276,7.463389006200276,115.91877382840354,182.8120476526875,5.648847324777723,9.659849244751788,issue_intensity,TD (<34),
gru,24,,765,85,153.23835800600168,133.7885507437295,292.36496833248447,350.54397739895916,9.240149211980189,12.349363337440606,0.027502640837832,148.88178917670643,11.4912646765403,134.74887422273346,163.6526433412876,9.900269155874552,13.39690896622992,issue_intensity,TS (34-63),
gru,48,,208,41,342.2246662586856,302.50643246886773,599.2343401289436,838.4630451318117,18.383912148261285,24.62776611110071,-3.095492017136964,363.2535993050644,24.1561067760963,301.08383822428624,429.1885518928184,19.234098144809685,29.88190353994879,issue_intensity,Cat 1 (64-82),
gru,48,,77,25,383.59414197655735,334.20759425605905,752.5214268930907,865.4134982628586,17.29896943319409,22.566279307668637,-1.3529715107550218,376.4127611886538,24.347763519236903,290.32091943122333,467.5217075329275,17.867363516080268,32.452451056493565,issue_intensity,Cat 2 (83-95),
gru,48,,79,17,271.98491040413217,228.2471715389607,608.2390311545223,668.7530581904847,12.97309127159684,16.740514160040952,-0.3838062054443714,320.6250576913412,15.437843317355146,256.66779931037144,395.24967012548075,12.556869891673186,18.434712397212508,issue_intensity,Cat 3 (96-112),
gru,48,,106,18,338.18584851006244,298.03720276360946,660.4460297547232,765.1167571844205,19.377625931857825,24.939852657587217,3.0117304794060824,349.2258290089121,22.86784995536142,268.60806182891764,439.8683753676642,15.913050288553196,31.092809716961185,issue_intensity,Major (>=113),
gru,48,,59,19,354.1175004156901,277.2664816721213,681.0315696675292,758.2321367108194,9.222437751316484,12.076242648272638,-2.6376119675014027,335.67390040356184,9.73870244850213,258.12044866832736,413.8808020462296,6.609934315460256,13.42139637705927,issue_intensity,TD (<34),
gru,48,,586,76,382.28953291846614,346.8191244524219,660.0257383220248,789.2873080637617,16.154709279963804,21.2248519104863,-0.1100398251529537,364.5680189059012,19.173003950470417,327.0542183766806,402.2793795430353,16.24714225103956,22.268862950965342,issue_intensity,TS (34-63),
persistence,6,,334,51,137.73412037490877,121.84458102865896,232.6386573042654,309.68927540111156,5.434131736526946,7.915156384987122,-0.5239520958083832,141.870407974899,6.905136802195626,128.56458496173195,155.86517812776998,5.8837045171604005,7.976509315847551,issue_intensity,Cat 1 (64-82),
persistence,6,,134,34,155.87032360900287,141.61362436031675,270.8723064646394,301.52893545390594,7.574626865671642,10.69418868553342,-0.1119402985074626,153.46767359452977,11.760912698412698,133.63640489301457,173.94124943324726,9.09815009337068,14.508409197012137,issue_intensity,Cat 2 (83-95),
persistence,6,,97,23,121.72411978783649,109.37323300574069,189.3856321683668,212.66139347387235,7.783505154639175,12.487106752628744,2.010309278350515,132.34842955537738,13.34368530020704,115.39997014701898,149.49682246297607,9.26547619047619,17.976242236024845,issue_intensity,Cat 3 (96-112),
persistence,6,,128,19,122.57887107697582,110.00101627572,191.83382069004833,213.13738709876984,7.578125,11.50747039970123,2.578125,127.63274836062844,11.170175438596493,103.99528740188856,155.05058431175274,7.858706140350877,15.47375,issue_intensity,Major (>=113),
persistence,6,,156,37,115.91158994083663,116.7339065195108,180.5514285183844,212.12572473282796,1.314102564102564,2.802242691589025,-0.3525641025641026,123.46608595120756,2.0172282672282673,107.50923938655204,140.85737824994652,1.3885928542178545,2.7439989908739895,issue_intensity,TD (<34),
persistence,6,,923,102,115.279332828468,109.82098997095513,182.82547358313496,204.72307231323785,3.3098591549295775,5.021621722484379,-0.2654387865655471,125.90807479788208,4.26528479196102,114.13590691160763,138.17054970089634,3.746196425095656,4.859008603665485,issue_intensity,TS (34-63),
persistence,12,,315,51,264.87646228808507,241.620747474583,449.4257728434747,583.9025258635874,10.73015873015873,14.917763992625789,-1.9365079365079363,271.1250473305858,14.3554812347382,244.40383393081672,299.40065749745406,12.18920101155008,16.6686068074226,issue_intensity,Cat 1 (64-82),
persistence,12,,132,34,311.87880883904734,280.6856634128027,545.3080412250388,638.6752726760769,13.295454545454543,18.834405976426453,1.0984848484848484,309.9288855745258,19.587588881706527,269.657175918992,354.9629493381317,14.658343433527255,24.86403455613014,issue_intensity,Cat 2 (83-95),
